question_id,frontend_question_id,question__title,question__title_slug,difficulty,paid_only,is_new_question,total_acs,total_submitted,url
383,383,Ransom Note,ransom-note,1,False,False,232738,438400,https://leetcode.com/problems/ransom-note
384,384,Shuffle an Array,shuffle-an-array,2,False,False,137407,259448,https://leetcode.com/problems/shuffle-an-array
385,385,Mini Parser,mini-parser,2,False,False,39211,115557,https://leetcode.com/problems/mini-parser
386,386,Lexicographical Numbers,lexicographical-numbers,2,False,False,56142,107902,https://leetcode.com/problems/lexicographical-numbers
387,387,First Unique Character in a String,first-unique-character-in-a-string,1,False,False,581228,1087442,https://leetcode.com/problems/first-unique-character-in-a-string
388,388,Longest Absolute File Path,longest-absolute-file-path,2,False,False,89004,212844,https://leetcode.com/problems/longest-absolute-file-path
389,389,Find the Difference,find-the-difference,1,False,False,205452,370392,https://leetcode.com/problems/find-the-difference
390,390,Elimination Game,elimination-game,2,False,False,33176,74552,https://leetcode.com/problems/elimination-game
391,391,Perfect Rectangle,perfect-rectangle,3,False,False,26054,85363,https://leetcode.com/problems/perfect-rectangle
392,392,Is Subsequence,is-subsequence,1,False,False,232694,472599,https://leetcode.com/problems/is-subsequence
393,393,UTF-8 Validation,utf-8-validation,2,False,False,50160,133380,https://leetcode.com/problems/utf-8-validation
394,394,Decode String,decode-string,2,False,False,230815,457887,https://leetcode.com/problems/decode-string
395,395,Longest Substring with At Least K Repeating Characters,longest-substring-with-at-least-k-repeating-characters,2,False,False,84425,203272,https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters
396,396,Rotate Function,rotate-function,2,False,False,44662,122877,https://leetcode.com/problems/rotate-function
397,397,Integer Replacement,integer-replacement,2,False,False,57000,172899,https://leetcode.com/problems/integer-replacement
398,398,Random Pick Index,random-pick-index,2,False,False,95755,170018,https://leetcode.com/problems/random-pick-index
399,399,Evaluate Division,evaluate-division,2,False,False,137630,264830,https://leetcode.com/problems/evaluate-division
400,400,Nth Digit,nth-digit,2,False,False,60556,189754,https://leetcode.com/problems/nth-digit
401,401,Binary Watch,binary-watch,1,False,False,85968,180245,https://leetcode.com/problems/binary-watch
402,402,Remove K Digits,remove-k-digits,2,False,False,153201,538774,https://leetcode.com/problems/remove-k-digits
403,403,Frog Jump,frog-jump,3,False,False,93828,234408,https://leetcode.com/problems/frog-jump
404,404,Sum of Left Leaves,sum-of-left-leaves,1,False,False,211450,406938,https://leetcode.com/problems/sum-of-left-leaves
405,405,Convert a Number to Hexadecimal,convert-a-number-to-hexadecimal,1,False,False,69351,157506,https://leetcode.com/problems/convert-a-number-to-hexadecimal
406,406,Queue Reconstruction by Height,queue-reconstruction-by-height,2,False,False,168547,251280,https://leetcode.com/problems/queue-reconstruction-by-height
407,407,Trapping Rain Water II,trapping-rain-water-ii,3,False,False,43569,102231,https://leetcode.com/problems/trapping-rain-water-ii
408,408,Valid Word Abbreviation,valid-word-abbreviation,1,True,False,33264,108207,https://leetcode.com/problems/valid-word-abbreviation
409,409,Longest Palindrome,longest-palindrome,1,False,False,176150,340116,https://leetcode.com/problems/longest-palindrome
410,410,Split Array Largest Sum,split-array-largest-sum,3,False,False,98182,218861,https://leetcode.com/problems/split-array-largest-sum
411,411,Minimum Unique Word Abbreviation,minimum-unique-word-abbreviation,3,True,False,11346,31136,https://leetcode.com/problems/minimum-unique-word-abbreviation
412,412,Fizz Buzz,fizz-buzz,1,False,False,381341,603114,https://leetcode.com/problems/fizz-buzz
413,413,Arithmetic Slices,arithmetic-slices,2,False,False,94108,162077,https://leetcode.com/problems/arithmetic-slices
414,414,Third Maximum Number,third-maximum-number,1,False,False,167162,547776,https://leetcode.com/problems/third-maximum-number
415,415,Add Strings,add-strings,1,False,False,211071,442513,https://leetcode.com/problems/add-strings
416,416,Partition Equal Subset Sum,partition-equal-subset-sum,2,False,False,200789,457369,https://leetcode.com/problems/partition-equal-subset-sum
417,417,Pacific Atlantic Water Flow,pacific-atlantic-water-flow,2,False,False,81843,197642,https://leetcode.com/problems/pacific-atlantic-water-flow
418,418,Sentence Screen Fitting,sentence-screen-fitting,2,True,False,45007,137647,https://leetcode.com/problems/sentence-screen-fitting
419,419,Battleships in a Board,battleships-in-a-board,2,False,False,99129,141124,https://leetcode.com/problems/battleships-in-a-board
420,420,Strong Password Checker,strong-password-checker,3,False,False,11603,84739,https://leetcode.com/problems/strong-password-checker
421,421,Maximum XOR of Two Numbers in an Array,maximum-xor-of-two-numbers-in-an-array,2,False,False,53596,99779,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array
422,422,Valid Word Square,valid-word-square,1,True,False,30164,79757,https://leetcode.com/problems/valid-word-square
423,423,Reconstruct Original Digits from English,reconstruct-original-digits-from-english,2,False,False,24457,52023,https://leetcode.com/problems/reconstruct-original-digits-from-english
424,424,Longest Repeating Character Replacement,longest-repeating-character-replacement,2,False,False,77950,165028,https://leetcode.com/problems/longest-repeating-character-replacement
425,425,Word Squares,word-squares,3,True,False,37821,79102,https://leetcode.com/problems/word-squares
432,432,All O`one Data Structure,all-oone-data-structure,3,False,False,33479,102862,https://leetcode.com/problems/all-oone-data-structure
433,433,Minimum Genetic Mutation,minimum-genetic-mutation,2,False,False,32592,77419,https://leetcode.com/problems/minimum-genetic-mutation
434,434,Number of Segments in a String,number-of-segments-in-a-string,1,False,False,80057,212068,https://leetcode.com/problems/number-of-segments-in-a-string
435,435,Non-overlapping Intervals,non-overlapping-intervals,2,False,False,105890,243696,https://leetcode.com/problems/non-overlapping-intervals
436,436,Find Right Interval,find-right-interval,2,False,False,56677,118221,https://leetcode.com/problems/find-right-interval
437,437,Path Sum III,path-sum-iii,2,False,False,222901,470790,https://leetcode.com/problems/path-sum-iii
438,438,Find All Anagrams in a String,find-all-anagrams-in-a-string,2,False,False,292448,670644,https://leetcode.com/problems/find-all-anagrams-in-a-string
439,439,Ternary Expression Parser,ternary-expression-parser,2,True,False,19737,35249,https://leetcode.com/problems/ternary-expression-parser
440,440,K-th Smallest in Lexicographical Order,k-th-smallest-in-lexicographical-order,3,False,False,13128,44914,https://leetcode.com/problems/k-th-smallest-in-lexicographical-order
441,441,Arranging Coins,arranging-coins,1,False,False,168234,401247,https://leetcode.com/problems/arranging-coins
442,442,Find All Duplicates in an Array,find-all-duplicates-in-an-array,2,False,False,223147,328542,https://leetcode.com/problems/find-all-duplicates-in-an-array
443,443,String Compression,string-compression,1,False,False,122414,294583,https://leetcode.com/problems/string-compression
444,444,Sequence Reconstruction,sequence-reconstruction,2,True,False,29115,128901,https://leetcode.com/problems/sequence-reconstruction
445,445,Add Two Numbers II,add-two-numbers-ii,2,False,False,171587,313026,https://leetcode.com/problems/add-two-numbers-ii
446,446,Arithmetic Slices II - Subsequence,arithmetic-slices-ii-subsequence,3,False,False,21978,66983,https://leetcode.com/problems/arithmetic-slices-ii-subsequence
447,447,Number of Boomerangs,number-of-boomerangs,1,False,False,69276,133367,https://leetcode.com/problems/number-of-boomerangs
448,448,Find All Numbers Disappeared in an Array,find-all-numbers-disappeared-in-an-array,1,False,False,285734,510309,https://leetcode.com/problems/find-all-numbers-disappeared-in-an-array
449,449,Serialize and Deserialize BST,serialize-and-deserialize-bst,2,False,False,109310,208819,https://leetcode.com/problems/serialize-and-deserialize-bst
450,450,Delete Node in a BST,delete-node-in-a-bst,2,False,False,135126,304843,https://leetcode.com/problems/delete-node-in-a-bst
451,451,Sort Characters By Frequency,sort-characters-by-frequency,2,False,False,209055,330608,https://leetcode.com/problems/sort-characters-by-frequency
452,452,Minimum Number of Arrows to Burst Balloons,minimum-number-of-arrows-to-burst-balloons,2,False,False,71275,143454,https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons
453,453,Minimum Moves to Equal Array Elements,minimum-moves-to-equal-array-elements,1,False,False,76150,151463,https://leetcode.com/problems/minimum-moves-to-equal-array-elements
454,454,4Sum II,4sum-ii,2,False,False,117529,220545,https://leetcode.com/problems/4sum-ii
455,455,Assign Cookies,assign-cookies,1,False,False,100641,201488,https://leetcode.com/problems/assign-cookies
456,456,132 Pattern,132-pattern,2,False,False,59250,205079,https://leetcode.com/problems/132-pattern
457,457,Circular Array Loop,circular-array-loop,2,False,False,36183,122811,https://leetcode.com/problems/circular-array-loop
458,458,Poor Pigs,poor-pigs,3,False,False,18887,39691,https://leetcode.com/problems/poor-pigs
459,459,Repeated Substring Pattern,repeated-substring-pattern,1,False,False,163386,378738,https://leetcode.com/problems/repeated-substring-pattern
460,460,LFU Cache,lfu-cache,3,False,False,79833,231306,https://leetcode.com/problems/lfu-cache
461,461,Hamming Distance,hamming-distance,1,False,False,361098,495452,https://leetcode.com/problems/hamming-distance
462,462,Minimum Moves to Equal Array Elements II,minimum-moves-to-equal-array-elements-ii,2,False,False,46944,87124,https://leetcode.com/problems/minimum-moves-to-equal-array-elements-ii
463,463,Island Perimeter,island-perimeter,1,False,False,237162,360192,https://leetcode.com/problems/island-perimeter
464,464,Can I Win,can-i-win,2,False,False,54194,185095,https://leetcode.com/problems/can-i-win
465,465,Optimal Account Balancing,optimal-account-balancing,3,True,False,35621,75896,https://leetcode.com/problems/optimal-account-balancing
466,466,Count The Repetitions,count-the-repetitions,3,False,False,10984,38761,https://leetcode.com/problems/count-the-repetitions
467,467,Unique Substrings in Wraparound String,unique-substrings-in-wraparound-string,2,False,False,26010,72868,https://leetcode.com/problems/unique-substrings-in-wraparound-string
468,468,Validate IP Address,validate-ip-address,2,False,False,81900,338084,https://leetcode.com/problems/validate-ip-address
469,469,Convex Polygon,convex-polygon,2,True,False,8390,22648,https://leetcode.com/problems/convex-polygon
471,471,Encode String with Shortest Length,encode-string-with-shortest-length,3,True,False,16144,34186,https://leetcode.com/problems/encode-string-with-shortest-length
472,472,Concatenated Words,concatenated-words,3,False,False,69460,157518,https://leetcode.com/problems/concatenated-words
473,473,Matchsticks to Square,matchsticks-to-square,2,False,False,37697,99959,https://leetcode.com/problems/matchsticks-to-square
474,474,Ones and Zeroes,ones-and-zeroes,2,False,False,51609,120052,https://leetcode.com/problems/ones-and-zeroes
475,475,Heaters,heaters,1,False,False,67448,202992,https://leetcode.com/problems/heaters
476,476,Number Complement,number-complement,1,False,False,195527,301620,https://leetcode.com/problems/number-complement
477,477,Total Hamming Distance,total-hamming-distance,2,False,False,65243,129259,https://leetcode.com/problems/total-hamming-distance
479,479,Largest Palindrome Product,largest-palindrome-product,3,False,False,17171,59004,https://leetcode.com/problems/largest-palindrome-product
480,480,Sliding Window Median,sliding-window-median,3,False,False,57555,153144,https://leetcode.com/problems/sliding-window-median
481,481,Magical String,magical-string,2,False,False,22687,47639,https://leetcode.com/problems/magical-string
482,482,License Key Formatting,license-key-formatting,1,False,False,139376,323893,https://leetcode.com/problems/license-key-formatting
483,483,Smallest Good Base,smallest-good-base,3,False,False,13062,36459,https://leetcode.com/problems/smallest-good-base
484,484,Find Permutation,find-permutation,2,True,False,23310,36625,https://leetcode.com/problems/find-permutation
485,485,Max Consecutive Ones,max-consecutive-ones,1,False,False,270379,498579,https://leetcode.com/problems/max-consecutive-ones
486,486,Predict the Winner,predict-the-winner,2,False,False,73879,153098,https://leetcode.com/problems/predict-the-winner
487,487,Max Consecutive Ones II,max-consecutive-ones-ii,2,True,False,41621,85987,https://leetcode.com/problems/max-consecutive-ones-ii
488,488,Zuma Game,zuma-game,3,False,False,14247,35767,https://leetcode.com/problems/zuma-game
490,490,The Maze,the-maze,2,True,False,73711,141293,https://leetcode.com/problems/the-maze
491,491,Increasing Subsequences,increasing-subsequences,2,False,False,49516,106578,https://leetcode.com/problems/increasing-subsequences
492,492,Construct the Rectangle,construct-the-rectangle,1,False,False,57866,116526,https://leetcode.com/problems/construct-the-rectangle
493,493,Reverse Pairs,reverse-pairs,3,False,False,40416,159628,https://leetcode.com/problems/reverse-pairs
494,494,Target Sum,target-sum,2,False,False,181612,393662,https://leetcode.com/problems/target-sum
495,495,Teemo Attacking,teemo-attacking,2,False,False,48969,91373,https://leetcode.com/problems/teemo-attacking
496,496,Next Greater Element I,next-greater-element-i,1,False,False,170923,266110,https://leetcode.com/problems/next-greater-element-i
498,498,Diagonal Traverse,diagonal-traverse,2,False,False,90279,186352,https://leetcode.com/problems/diagonal-traverse
499,499,The Maze III,the-maze-iii,3,True,False,15345,37104,https://leetcode.com/problems/the-maze-iii
500,500,Keyboard Row,keyboard-row,1,False,False,114450,176429,https://leetcode.com/problems/keyboard-row
501,501,Find Mode in Binary Search Tree,find-mode-in-binary-search-tree,1,False,False,90463,212734,https://leetcode.com/problems/find-mode-in-binary-search-tree
502,502,IPO,ipo,3,False,False,18641,45993,https://leetcode.com/problems/ipo
503,503,Next Greater Element II,next-greater-element-ii,2,False,False,103292,181732,https://leetcode.com/problems/next-greater-element-ii
504,504,Base 7,base-7,1,False,False,57166,123551,https://leetcode.com/problems/base-7
505,505,The Maze II,the-maze-ii,2,True,False,50708,105939,https://leetcode.com/problems/the-maze-ii
506,506,Relative Ranks,relative-ranks,1,False,False,55974,110595,https://leetcode.com/problems/relative-ranks
507,507,Perfect Number,perfect-number,1,False,False,66519,187281,https://leetcode.com/problems/perfect-number
508,508,Most Frequent Subtree Sum,most-frequent-subtree-sum,2,False,False,73660,126690,https://leetcode.com/problems/most-frequent-subtree-sum
509,510,Inorder Successor in BST II,inorder-successor-in-bst-ii,2,True,False,18070,31032,https://leetcode.com/problems/inorder-successor-in-bst-ii
511,1059,All Paths from Source Lead to Destination,all-paths-from-source-lead-to-destination,2,True,False,9274,20999,https://leetcode.com/problems/all-paths-from-source-lead-to-destination
513,513,Find Bottom Left Tree Value,find-bottom-left-tree-value,2,False,False,110475,179202,https://leetcode.com/problems/find-bottom-left-tree-value
514,514,Freedom Trail,freedom-trail,3,False,False,18914,43823,https://leetcode.com/problems/freedom-trail
515,515,Find Largest Value in Each Tree Row,find-largest-value-in-each-tree-row,2,False,False,109089,177862,https://leetcode.com/problems/find-largest-value-in-each-tree-row
516,516,Longest Palindromic Subsequence,longest-palindromic-subsequence,2,False,False,129520,241411,https://leetcode.com/problems/longest-palindromic-subsequence
517,517,Super Washing Machines,super-washing-machines,3,False,False,17134,44705,https://leetcode.com/problems/super-washing-machines
518,518,Coin Change 2,coin-change-2,2,False,False,145731,288892,https://leetcode.com/problems/coin-change-2
520,520,Detect Capital,detect-capital,1,False,False,173231,322322,https://leetcode.com/problems/detect-capital
521,521,Longest Uncommon Subsequence I,longest-uncommon-subsequence-i,1,False,False,61110,105776,https://leetcode.com/problems/longest-uncommon-subsequence-i
522,522,Longest Uncommon Subsequence II,longest-uncommon-subsequence-ii,2,False,False,22356,65910,https://leetcode.com/problems/longest-uncommon-subsequence-ii
523,523,Continuous Subarray Sum,continuous-subarray-sum,2,False,False,143776,584325,https://leetcode.com/problems/continuous-subarray-sum
524,524,Longest Word in Dictionary through Deleting,longest-word-in-dictionary-through-deleting,2,False,False,70983,146172,https://leetcode.com/problems/longest-word-in-dictionary-through-deleting
525,525,Contiguous Array,contiguous-array,2,False,False,168335,392330,https://leetcode.com/problems/contiguous-array
526,526,Beautiful Arrangement,beautiful-arrangement,2,False,False,53480,91784,https://leetcode.com/problems/beautiful-arrangement
527,527,Word Abbreviation,word-abbreviation,3,True,False,16646,30421,https://leetcode.com/problems/word-abbreviation
529,529,Minesweeper,minesweeper,2,False,False,65914,110921,https://leetcode.com/problems/minesweeper
530,530,Minimum Absolute Difference in BST,minimum-absolute-difference-in-bst,1,False,False,94219,174644,https://leetcode.com/problems/minimum-absolute-difference-in-bst
531,531,Lonely Pixel I,lonely-pixel-i,2,True,False,22223,37613,https://leetcode.com/problems/lonely-pixel-i
532,532,K-diff Pairs in an Array,k-diff-pairs-in-an-array,1,False,False,111415,350826,https://leetcode.com/problems/k-diff-pairs-in-an-array
533,533,Lonely Pixel II,lonely-pixel-ii,2,True,False,10575,22050,https://leetcode.com/problems/lonely-pixel-ii
535,535,Encode and Decode TinyURL,encode-and-decode-tinyurl,2,False,False,110908,138587,https://leetcode.com/problems/encode-and-decode-tinyurl
536,536,Construct Binary Tree from String,construct-binary-tree-from-string,2,True,False,29662,61050,https://leetcode.com/problems/construct-binary-tree-from-string
537,537,Complex Number Multiplication,complex-number-multiplication,2,False,False,48586,72022,https://leetcode.com/problems/complex-number-multiplication
538,538,Convert BST to Greater Tree,convert-bst-to-greater-tree,1,False,False,125361,225453,https://leetcode.com/problems/convert-bst-to-greater-tree
539,539,Minimum Time Difference,minimum-time-difference,2,False,False,52931,102324,https://leetcode.com/problems/minimum-time-difference
540,540,Single Element in a Sorted Array,single-element-in-a-sorted-array,2,False,False,158376,273456,https://leetcode.com/problems/single-element-in-a-sorted-array
541,541,Reverse String II,reverse-string-ii,1,False,False,93653,192918,https://leetcode.com/problems/reverse-string-ii
542,542,01 Matrix,01-matrix,2,False,False,95251,238285,https://leetcode.com/problems/01-matrix
543,543,Diameter of Binary Tree,diameter-of-binary-tree,1,False,False,367503,756741,https://leetcode.com/problems/diameter-of-binary-tree
544,544,Output Contest Matches,output-contest-matches,2,True,False,21079,27974,https://leetcode.com/problems/output-contest-matches
545,545,Boundary of Binary Tree,boundary-of-binary-tree,2,True,False,52738,135006,https://leetcode.com/problems/boundary-of-binary-tree
546,546,Remove Boxes,remove-boxes,3,False,False,15855,36782,https://leetcode.com/problems/remove-boxes
547,547,Friend Circles,friend-circles,2,False,False,183174,311140,https://leetcode.com/problems/friend-circles
548,548,Split Array with Equal Sum,split-array-with-equal-sum,2,True,False,13831,29560,https://leetcode.com/problems/split-array-with-equal-sum
549,549,Binary Tree Longest Consecutive Sequence II,binary-tree-longest-consecutive-sequence-ii,2,True,False,28125,59829,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence-ii
551,551,Student Attendance Record I,student-attendance-record-i,1,False,False,92043,200116,https://leetcode.com/problems/student-attendance-record-i
552,552,Student Attendance Record II,student-attendance-record-ii,3,False,False,24529,66580,https://leetcode.com/problems/student-attendance-record-ii
553,553,Optimal Division,optimal-division,2,False,False,25707,45153,https://leetcode.com/problems/optimal-division
554,554,Brick Wall,brick-wall,2,False,False,58635,117001,https://leetcode.com/problems/brick-wall
555,555,Split Concatenated Strings,split-concatenated-strings,2,True,False,5059,11934,https://leetcode.com/problems/split-concatenated-strings
556,556,Next Greater Element III,next-greater-element-iii,2,False,False,44426,139742,https://leetcode.com/problems/next-greater-element-iii
557,557,Reverse Words in a String III,reverse-words-in-a-string-iii,1,False,False,214702,305656,https://leetcode.com/problems/reverse-words-in-a-string-iii
560,560,Subarray Sum Equals K,subarray-sum-equals-k,2,False,False,358982,819810,https://leetcode.com/problems/subarray-sum-equals-k
561,561,Array Partition I,array-partition-i,1,False,False,224477,311069,https://leetcode.com/problems/array-partition-i
562,562,Longest Line of Consecutive One in Matrix,longest-line-of-consecutive-one-in-matrix,2,True,False,27716,60350,https://leetcode.com/problems/longest-line-of-consecutive-one-in-matrix
563,563,Binary Tree Tilt,binary-tree-tilt,1,False,False,81426,166988,https://leetcode.com/problems/binary-tree-tilt
564,564,Find the Closest Palindrome,find-the-closest-palindrome,3,False,False,21906,109675,https://leetcode.com/problems/find-the-closest-palindrome
565,565,Array Nesting,array-nesting,2,False,False,55275,99459,https://leetcode.com/problems/array-nesting
566,566,Reshape the Matrix,reshape-the-matrix,1,False,False,104457,172365,https://leetcode.com/problems/reshape-the-matrix
567,567,Permutation in String,permutation-in-string,2,False,False,146599,330043,https://leetcode.com/problems/permutation-in-string
568,568,Maximum Vacation Days,maximum-vacation-days,3,True,False,25335,61823,https://leetcode.com/problems/maximum-vacation-days
569,569,Median Employee Salary,median-employee-salary,3,True,False,11245,19204,https://leetcode.com/problems/median-employee-salary
570,570,Managers with at Least 5 Direct Reports,managers-with-at-least-5-direct-reports,2,True,False,25368,38345,https://leetcode.com/problems/managers-with-at-least-5-direct-reports
571,571,Find Median Given Frequency of Numbers,find-median-given-frequency-of-numbers,3,True,False,8228,18308,https://leetcode.com/problems/find-median-given-frequency-of-numbers
572,572,Subtree of Another Tree,subtree-of-another-tree,1,False,False,234204,530251,https://leetcode.com/problems/subtree-of-another-tree
573,573,Squirrel Simulation,squirrel-simulation,2,True,False,7971,14281,https://leetcode.com/problems/squirrel-simulation
574,574,Winning Candidate,winning-candidate,2,True,False,22150,45740,https://leetcode.com/problems/winning-candidate
575,575,Distribute Candies,distribute-candies,1,False,False,104908,170750,https://leetcode.com/problems/distribute-candies
576,576,Out of Boundary Paths,out-of-boundary-paths,2,False,False,29966,84975,https://leetcode.com/problems/out-of-boundary-paths
577,577,Employee Bonus,employee-bonus,1,True,False,28156,40975,https://leetcode.com/problems/employee-bonus
578,578,Get Highest Answer Rate Question,get-highest-answer-rate-question,2,True,False,18999,47799,https://leetcode.com/problems/get-highest-answer-rate-question
579,579,Find Cumulative Salary of an Employee,find-cumulative-salary-of-an-employee,3,True,False,12405,33311,https://leetcode.com/problems/find-cumulative-salary-of-an-employee
580,580,Count Student Number in Departments,count-student-number-in-departments,2,True,False,20722,42160,https://leetcode.com/problems/count-student-number-in-departments
581,581,Shortest Unsorted Continuous Subarray,shortest-unsorted-continuous-subarray,1,False,False,134616,431793,https://leetcode.com/problems/shortest-unsorted-continuous-subarray
582,582,Kill Process,kill-process,2,True,False,35941,58733,https://leetcode.com/problems/kill-process
583,583,Delete Operation for Two Strings,delete-operation-for-two-strings,2,False,False,52870,108138,https://leetcode.com/problems/delete-operation-for-two-strings
584,584,Find Customer Referee,find-customer-referee,1,True,False,26575,36593,https://leetcode.com/problems/find-customer-referee
585,585,Investments in 2016,investments-in-2016,2,True,False,16709,30174,https://leetcode.com/problems/investments-in-2016
586,586,Customer Placing the Largest Number of Orders,customer-placing-the-largest-number-of-orders,1,True,False,29298,39813,https://leetcode.com/problems/customer-placing-the-largest-number-of-orders
587,587,Erect the Fence,erect-the-fence,3,False,False,9776,27252,https://leetcode.com/problems/erect-the-fence
588,588,Design In-Memory File System,design-in-memory-file-system,3,True,False,19725,42681,https://leetcode.com/problems/design-in-memory-file-system
591,591,Tag Validator,tag-validator,3,False,False,7739,22507,https://leetcode.com/problems/tag-validator
592,592,Fraction Addition and Subtraction,fraction-addition-and-subtraction,2,False,False,18855,38310,https://leetcode.com/problems/fraction-addition-and-subtraction
593,593,Valid Square,valid-square,2,False,False,36620,84776,https://leetcode.com/problems/valid-square
594,594,Longest Harmonious Subsequence,longest-harmonious-subsequence,1,False,False,58397,124820,https://leetcode.com/problems/longest-harmonious-subsequence
595,595,Big Countries,big-countries,1,False,False,182898,235916,https://leetcode.com/problems/big-countries
596,596,Classes More Than 5 Students,classes-more-than-5-students,1,False,False,84502,221190,https://leetcode.com/problems/classes-more-than-5-students
597,597,Friend Requests I: Overall Acceptance Rate,friend-requests-i-overall-acceptance-rate,1,True,False,28273,68753,https://leetcode.com/problems/friend-requests-i-overall-acceptance-rate
598,598,Range Addition II,range-addition-ii,1,False,False,41790,84322,https://leetcode.com/problems/range-addition-ii
599,599,Minimum Index Sum of Two Lists,minimum-index-sum-of-two-lists,1,False,False,95565,187965,https://leetcode.com/problems/minimum-index-sum-of-two-lists
600,600,Non-negative Integers without Consecutive Ones,non-negative-integers-without-consecutive-ones,3,False,False,12656,37079,https://leetcode.com/problems/non-negative-integers-without-consecutive-ones
601,601,Human Traffic of Stadium,human-traffic-of-stadium,3,False,False,30377,72160,https://leetcode.com/problems/human-traffic-of-stadium
602,602,Friend Requests II: Who Has the Most Friends,friend-requests-ii-who-has-the-most-friends,2,True,False,24581,45392,https://leetcode.com/problems/friend-requests-ii-who-has-the-most-friends
603,603,Consecutive Available Seats,consecutive-available-seats,1,True,False,23493,36500,https://leetcode.com/problems/consecutive-available-seats
604,604,Design Compressed String Iterator,design-compressed-string-iterator,1,True,False,19204,51099,https://leetcode.com/problems/design-compressed-string-iterator
605,605,Can Place Flowers,can-place-flowers,1,False,False,108798,345454,https://leetcode.com/problems/can-place-flowers
606,606,Construct String from Binary Tree,construct-string-from-binary-tree,1,False,False,86556,159504,https://leetcode.com/problems/construct-string-from-binary-tree
607,607,Sales Person,sales-person,1,True,False,22482,35552,https://leetcode.com/problems/sales-person
608,608,Tree Node,tree-node,2,True,False,21023,31109,https://leetcode.com/problems/tree-node
609,609,Find Duplicate File in System,find-duplicate-file-in-system,2,False,False,55978,93558,https://leetcode.com/problems/find-duplicate-file-in-system
610,610,Triangle Judgement,triangle-judgement,1,True,False,22462,33845,https://leetcode.com/problems/triangle-judgement
611,611,Valid Triangle Number,valid-triangle-number,2,False,False,66461,136945,https://leetcode.com/problems/valid-triangle-number
612,612,Shortest Distance in a Plane,shortest-distance-in-a-plane,2,True,False,15698,26261,https://leetcode.com/problems/shortest-distance-in-a-plane
613,613,Shortest Distance in a Line,shortest-distance-in-a-line,1,True,False,26620,34166,https://leetcode.com/problems/shortest-distance-in-a-line
614,614,Second Degree Follower,second-degree-follower,2,True,False,19849,64761,https://leetcode.com/problems/second-degree-follower
615,615,Average Salary: Departments VS Company,average-salary-departments-vs-company,3,True,False,10149,21183,https://leetcode.com/problems/average-salary-departments-vs-company
616,616,Add Bold Tag in String,add-bold-tag-in-string,2,True,False,39169,90451,https://leetcode.com/problems/add-bold-tag-in-string
617,617,Merge Two Binary Trees,merge-two-binary-trees,1,False,False,318869,428791,https://leetcode.com/problems/merge-two-binary-trees
618,618,Students Report By Geography,students-report-by-geography,3,True,False,7679,13750,https://leetcode.com/problems/students-report-by-geography
619,619,Biggest Single Number,biggest-single-number,1,True,False,23679,54489,https://leetcode.com/problems/biggest-single-number
620,620,Not Boring Movies,not-boring-movies,1,False,False,110433,162535,https://leetcode.com/problems/not-boring-movies
621,621,Task Scheduler,task-scheduler,2,False,False,203476,403823,https://leetcode.com/problems/task-scheduler
623,623,Add One Row to Tree,add-one-row-to-tree,2,False,False,39498,79243,https://leetcode.com/problems/add-one-row-to-tree
624,624,Maximum Distance in Arrays,maximum-distance-in-arrays,1,True,False,20078,51472,https://leetcode.com/problems/maximum-distance-in-arrays
625,625,Minimum Factorization,minimum-factorization,2,True,False,8469,25768,https://leetcode.com/problems/minimum-factorization
626,626,Exchange Seats,exchange-seats,2,False,False,51973,82619,https://leetcode.com/problems/exchange-seats
627,627,Swap Salary,swap-salary,1,False,False,113791,150340,https://leetcode.com/problems/swap-salary
628,628,Maximum Product of Three Numbers,maximum-product-of-three-numbers,1,False,False,122842,260909,https://leetcode.com/problems/maximum-product-of-three-numbers
629,629,K Inverse Pairs Array,k-inverse-pairs-array,3,False,False,11359,36353,https://leetcode.com/problems/k-inverse-pairs-array
630,630,Course Schedule III,course-schedule-iii,3,False,False,22772,67911,https://leetcode.com/problems/course-schedule-iii
631,631,Design Excel Sum Formula,design-excel-sum-formula,3,True,False,4177,13199,https://leetcode.com/problems/design-excel-sum-formula
632,632,Smallest Range Covering Elements from K Lists,smallest-range-covering-elements-from-k-lists,3,False,False,39582,75031,https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists
633,633,Sum of Square Numbers,sum-of-square-numbers,1,False,False,72403,225526,https://leetcode.com/problems/sum-of-square-numbers
634,634,Find the Derangement of An Array,find-the-derangement-of-an-array,2,True,False,6882,17089,https://leetcode.com/problems/find-the-derangement-of-an-array
635,635,Design Log Storage System,design-log-storage-system,2,True,False,18378,31311,https://leetcode.com/problems/design-log-storage-system
636,636,Exclusive Time of Functions,exclusive-time-of-functions,2,False,False,82995,159244,https://leetcode.com/problems/exclusive-time-of-functions
637,637,Average of Levels in Binary Tree,average-of-levels-in-binary-tree,1,False,False,134414,212081,https://leetcode.com/problems/average-of-levels-in-binary-tree
638,638,Shopping Offers,shopping-offers,2,False,False,31528,61006,https://leetcode.com/problems/shopping-offers
639,639,Decode Ways II,decode-ways-ii,3,False,False,32917,122928,https://leetcode.com/problems/decode-ways-ii
